Opportunity_ID;Customer Name;Customer_Segment;Sector;Country;Customer_Status;Annual_Speed;Length_Of_Sales_Cycle;Product_Name;Highest_Contract_Level;Compelling_Event;RFP;Sales_Engineer_Engaged;Services_Included;Customer_Meeting;License;Contacts;Opportunity_Value
LCH19946T BV;LCH Markt BV;Enterprise;High tech;Russia;prior customer;Huge;18 Months;ERP;C-Level;No;Yes;Yes;Yes;24;128;101;35000
CHR72858R BV;Christal Clear BV;SMB;Healthcare;France;current customer;Big;6 Months;Analytics;Manager Level;Yes;No;Yes;Yes;15;137;94;40000
BEC98355N BV;Becker Koeln BV;Fortune500;Goods;Brazil;current customer;Big;1 Year;Identity Server;C-Level;Yes;No;No;Yes;18;168;48;141000
BEC38119T BV;Becker Stuttgart BV;Enterprise;Apparel;Japan;current customer;Large;1 Year;Application Server;C-Level;Yes;No;Yes;No;16;140;104;42000
NSM44188G BV;NSM Pumpentechnik AG BV;SMB;High tech;India;current customer;Large;1 Month;Analytics;Manager Level;Yes;No;Yes;No;21;50;46;17000
AMA41466S BV;Amadeus BV;Enterprise;Retail;Germany;prior customer;Huge;1 Year;Application Server;Manager Level;Yes;No;No;Yes;19;195;149;61000
A.I16388H BV;A.I.T. GmbH BV;Enterprise;Apparel;France;prior customer;Huge;2 Years;Analytics;C-Level;No;No;No;No;28;80;11;49000
PIL44543R BV;PILAR am Neckar BV;SMB;Healthcare;France;prospect;Medium;1 Month;Database;Individual Contributor Level;No;Yes;No;No;10;138;30;15000
SOC15257A BV;Societe Chimique Picardie SA BV;SMB;Apparel;France;prospect;Medium;1 Month;CRM;Individual Contributor Level;No;Yes;No;Yes;2;120;134;46000
GEN82681C BV;General Distributors Inc BV;SMB;Consumer Product;Germany;current customer;Small;1 Month;CRM;Manager Level;Yes;Yes;Yes;No;21;40;17;12000
GEN91529H BV;General Distributors GmbH BV;Fortune500;Apparel;France;current customer;Big;1 Year;Analytics;C-Level;Yes;No;Yes;Yes;49;226;24;157000
GEN85922. BV;General Distributors Inc. BV;Fortune500;Retail;Germany;current customer;Big;1 Year;Application Server;C-Level;No;Yes;No;Yes;32;304;147;157000
C.A23572S BV;C.A.S. Computer Application Systems BV;Enterprise;Manufacturing;India;prior customer;Huge;2 Years;Web Server;Manager Level;No;Yes;No;No;13;148;123;48000
AIR31754S BV;Aircraft Products BV;Fortune500;Apparel;Japan;current customer;Medium;1 Year;CRM;C-Level;No;Yes;Yes;No;44;370;108;153000
DEU45481G BV;Deutsche Computer AG BV;Enterprise;Apparel;France;prior customer;Small;2 Years;Identity Server;Manager Level;No;No;Yes;Yes;23;92;34;42000
TAL84720H BV;TALPA GmbH BV;Fortune500;Finserv;Russia;current customer;Large;1 Year;Portal;C-Level;No;No;Yes;Yes;36;361;172;110000
J &90068P BV;J & P BV;SMB;High tech;China;current customer;Large;6 Months;Database;Manager Level;No;No;Yes;No;3;138;41;17000
MOT23545S BV;Motor Sports BV;Fortune500;Retail;India;current customer;Huge;1 Year;Database;C-Level;No;No;Yes;Yes;46;340;63;150000
CAR94798P BV;Caribbean Computer Supply Corp BV;SMB;Goods;France;prior customer;Big;18 Months;CRM;C-Level;Yes;No;No;Yes;18;120;72;15000
MAN57490. BV;Mansur Computers. Inc. BV;SMB;Goods;Brazil;prospect;Huge;2 Years;Identity Server;Individual Contributor Level;No;Yes;No;Yes;13;46;142;47000
CAR83135H BV;Carbor GmbH BV;SMB;Consumer Product;North America;prior customer;Huge;1 Year;Security;Manager Level;No;No;No;Yes;15;81;127;41000
SAP26537G BV;SAPSOTA AG BV;Enterprise;Apparel;Russia;current customer;Huge;1 Month;CRM;Individual Contributor Level;No;No;Yes;Yes;11;111;89;44000
SUD45641H BV;SudaTech GmbH BV;Fortune500;Construction;France;current customer;Huge;1 Year;Application Server;C-Level;Yes;Yes;Yes;Yes;36;417;133;164000
ETE62160N BV;Etelko Textilien BV;Enterprise;High tech;Italy;prior customer;Large;6 Months;Security;Manager Level;No;No;No;No;25;104;101;40000
SOF55999H BV;Software Systeme GmbH BV;Fortune500;Healthcare;Italy;prospect;Small;1 Year;Application Server;Individual Contributor Level;No;Yes;Yes;No;6;89;132;25000
COM70593G BV;COMPU Tech. AG BV;Enterprise;Manufacturing;Germany;prior customer;Huge;2 Years;Portal;C-Level;Yes;Yes;No;Yes;13;54;13;67000
JAS13617S BV;Jaspers Computers BV;SMB;Healthcare;Brazil;prospect;Small;1 Month;Portal;Manager Level;No;No;No;No;30;130;37;42000
COM80096H BV;CompuMax GmbH BV;Enterprise;Consumer Product;Japan;prior customer;Small;1 Year;Security;C-Level;No;No;No;Yes;25;206;17;59000
PC-16202G BV;PC-World Stuttgart KG BV;Fortune500;Consumer Product;France;current customer;Huge;1 Year;Analytics;C-Level;No;Yes;No;Yes;47;414;153;115000
ALP33645H BV;Alpha-Systems GmbH BV;Enterprise;High tech;Germany;prior customer;Big;18 Months;Application Server;Manager Level;No;No;No;Yes;24;255;132;39000
S.C61103O BV;S.C.T. Electro BV;Enterprise;Consumer Product;North America;prior customer;Medium;6 Months;ERP;Individual Contributor Level;Yes;Yes;No;No;10;151;122;46000
BIT13894T BV;Bit Market BV;Enterprise;Goods;Russia;prior customer;Medium;6 Months;Analytics;C-Level;No;No;No;Yes;5;140;105;59000
HTG82708H BV;HTG Komponente GmbH BV;Fortune500;Manufacturing;Germany;current customer;Large;1 Year;Database;C-Level;No;Yes;No;Yes;45;547;163;193000
MOT27065H BV;Motomarkt Heidelberg GmbH BV;SMB;Finserv;France;prospect;Big;2 Years;Database;Manager Level;Yes;No;No;No;8;131;38;12000
NAP40836T BV;Napoli Export BV;Enterprise;Manufacturing;Brazil;prior customer;Big;6 Months;Portal;Manager Level;No;No;No;Yes;8;139;63;38000
JAS20917O BV;Jashanmal International Trading Co BV;SMB;Consumer Product;France;prospect;Small;6 Months;Database;Manager Level;Yes;No;Yes;No;5;25;92;46000
BER17065A BV;Bernardin SA BV;Fortune500;Retail;India;current customer;Small;1 Year;Database;C-Level;No;No;Yes;Yes;45;244;183;153000
MIL83633. BV;Miller & Son Trading Ltd. BV;SMB;Apparel;France;current customer;Large;2 Years;Application Server;Manager Level;Yes;No;Yes;Yes;13;99;89;49000
NOR11424P BV;Norwegian Import & Export Group BV;Enterprise;Consumer Product;Brazil;prior customer;Large;1 Month;Application Server;Manager Level;Yes;Yes;No;No;23;265;115;54000
THO82659. BV;Thomas Bush Inc. BV;SMB;Consumer Product;Germany;prospect;Large;1 Month;CRM;Manager Level;Yes;Yes;Yes;No;29;15;21;13000
IND31124. BV;Industrial Supplies Inc. BV;SMB;Healthcare;Brazil;current customer;Small;6 Months;Portal;Manager Level;No;Yes;Yes;Yes;12;26;117;21000
LIV22690. BV;Live Insurance Inc. BV;Enterprise;Apparel;UK;prior customer;Huge;18 Months;ERP;C-Level;No;No;No;No;15;128;48;69000
DAV32955M BV;Davis Integration System BV;SMB;Consumer Product;Japan;prospect;Small;18 Months;Application Server;Manager Level;Yes;Yes;Yes;No;9;76;98;15000
INS47396Y BV;Insurance Company BV;Fortune500;Retail;Germany;current customer;Huge;1 Year;Database;C-Level;No;Yes;No;No;32;187;115;154000
PRI17730R BV;Princeton Health Center BV;Enterprise;Apparel;France;prior customer;Medium;18 Months;Security;Manager Level;Yes;Yes;No;Yes;13;270;131;47000
CAN19937Y BV;Candid International Technology BV;SMB;Consumer Product;Germany;prospect;Big;18 Months;ERP;Individual Contributor Level;Yes;Yes;No;No;27;49;44;17000
MAF19680. BV;Mafor Software Service Corp. BV;Enterprise;Finserv;Brazil;prior customer;Huge;1 Year;Identity Server;Manager Level;Yes;No;Yes;Yes;17;50;72;56000
CRO37319G BV;Cross Worlds Consulting BV;Fortune500;Finserv;Russia;current customer;Big;1 Year;Portal;C-Level;No;No;No;No;40;557;59;155000
AND98963C BV;Andyna and Dynana Laboratories Inc BV;Enterprise;Apparel;Russia;prior customer;Medium;1 Year;Security;Individual Contributor Level;Yes;No;No;No;5;236;22;54000
DEP41239E BV;Department of Defense BV;Enterprise;Healthcare;France;prior customer;Large;6 Months;Analytics;Manager Level;Yes;Yes;No;Yes;22;234;54;38000
PAL26654. BV;Palo Alto Airways Inc. BV;Fortune500;Finserv;Brazil;current customer;Big;1 Year;ERP;C-Level;Yes;No;No;No;17;264;181;155000
HOT85173A BV;Hotel Alfonso Del Vida BV;Fortune500;Manufacturing;Germany;current customer;Huge;1 Year;Security;C-Level;No;Yes;Yes;No;35;429;152;161000
LA 58713S BV;La Quinta Hotel & Towers BV;Fortune500;Healthcare;China;current customer;Large;1 Year;Web Server;C-Level;Yes;Yes;Yes;Yes;38;309;66;125000
ROG12417Y BV;Rogier Golf Resort YY BV;SMB;Goods;North America;prospect;Huge;18 Months;Analytics;C-Level;Yes;Yes;Yes;No;6;20;110;30000
PAR39384A BV;Park Lane Hotel And Spa BV;Enterprise;Goods;Brazil;prior customer;Small;18 Months;ERP;C-Level;No;Yes;Yes;Yes;9;109;100;43000
MED22327E BV;Media Store BV;SMB;Goods;UK;prospect;Big;1 Month;Security;C-Level;No;No;No;Yes;2;81;96;20000
ALP16870R BV;ALPHA Center BV;SMB;Manufacturing;France;prospect;Medium;18 Months;Identity Server;Manager Level;No;Yes;Yes;Yes;31;118;77;30000
TID75136S BV;Tidemann Electronics BV;Fortune500;Retail;Japan;current customer;Large;1 Year;CRM;C-Level;No;No;Yes;No;48;403;46;168000
KET88110S BV;Ketiv Technologies BV;SMB;Healthcare;Italy;current customer;Huge;18 Months;CRM;C-Level;Yes;Yes;No;No;6;116;85;28000
TOR32185T BV;Tornado Motorsport BV;Enterprise;Manufacturing;Japan;current customer;Huge;1 Year;Security;Manager Level;No;Yes;Yes;Yes;17;193;40;43000
HOT97482G BV;Hotshot Racing BV;SMB;Manufacturing;Italy;prospect;Large;2 Years;CRM;Individual Contributor Level;No;No;No;Yes;7;28;122;40000
TOR45124S BV;Tornado Motorsports BV;SMB;Manufacturing;Brazil;prospect;Medium;1 Month;Analytics;Individual Contributor Level;Yes;Yes;Yes;Yes;6;132;102;26000
COM35434. BV;Computer Specialists Inc. BV;SMB;Healthcare;UK;prior customer;Medium;2 Years;Web Server;Manager Level;No;No;No;No;8;86;154;31000
LES43972Y BV;LES Sales Company BV;SMB;Construction;India;current customer;Large;1 Year;Portal;Manager Level;No;No;Yes;No;7;221;10;71000
CAN35990Y BV;Candid International Technology BV;Enterprise;Finserv;North America;prospect;Huge;2 Years;Web Server;Individual Contributor Level;Yes;No;Yes;Yes;11;111;53;44000
PH 99091N BV;PH Monitor Corporation BV;Fortune500;Consumer Product;France;current customer;Huge;1 Year;Portal;C-Level;Yes;Yes;No;Yes;33;581;110;150000
NOR11806D BV;North Energy Ltd BV;Fortune500;Retail;Italy;current customer;Big;1 Year;Portal;C-Level;No;Yes;Yes;No;43;225;79;167000
WAL84248N BV;Wallace Distribution BV;SMB;Construction;India;prospect;Medium;2 Years;Portal;Individual Contributor Level;Yes;No;Yes;Yes;14;78;55;41000
POW91149Y BV;Powers & Company BV;Enterprise;Manufacturing;China;current customer;Big;6 Months;ERP;Manager Level;Yes;Yes;No;No;18;237;69;43000
THO15780N BV;Thomas World Distribution BV;Enterprise;Construction;China;prior customer;Small;1 Year;Web Server;Manager Level;No;No;No;No;12;291;71;40000
COM15524D BV;Company World Incorporated BV;SMB;Manufacturing;India;prospect;Big;6 Months;Application Server;Manager Level;No;No;No;Yes;14;96;46;41000
COM14001H BV;Compu Tech BV;SMB;High tech;Japan;prior customer;Small;1 Year;Web Server;Individual Contributor Level;Yes;No;Yes;No;26;136;133;36000
ALE26434. BV;Alexander Inc. BV;Enterprise;Healthcare;Brazil;current customer;Small;6 Months;CRM;C-Level;No;No;No;No;9;181;67;52000
KAR80818H BV;Karl Smith BV;Enterprise;Consumer Product;Italy;prospect;Medium;1 Month;Security;Manager Level;Yes;No;No;Yes;15;110;95;37000
HAL71012H BV;Hallmann Anlagenbau GmbH BV;Enterprise;Healthcare;China;prospect;Medium;6 Months;Database;C-Level;No;Yes;Yes;Yes;19;105;105;62000
RIW56548S BV;RIWA Headquarters BV;SMB;Consumer Product;Germany;prospect;Large;2 Years;Database;Individual Contributor Level;No;No;Yes;No;25;66;59;12000
RIW89137R BV;RIWA Regional Warehouse Denver BV;Enterprise;Consumer Product;Italy;prior customer;Small;1 Year;Application Server;Individual Contributor Level;Yes;No;Yes;Yes;5;144;64;45000
INU18765. BV;Inustrias Pacificas S.A. BV;Fortune500;Finserv;Russia;current customer;Big;1 Year;Web Server;C-Level;No;No;Yes;Yes;37;377;35;174000
FLA68322G BV;Flatter & Asche AG BV;Enterprise;Retail;Italy;current customer;Large;1 Year;Analytics;C-Level;Yes;No;No;No;14;259;124;37000
AND80671S BV;Andrew Sands BV;SMB;Retail;Japan;prospect;Small;1 Month;Portal;C-Level;No;Yes;Yes;No;24;102;125;26000
JOH36674R BV;John Taylor BV;Enterprise;Retail;Italy;prior customer;Medium;6 Months;Analytics;C-Level;Yes;Yes;No;No;7;179;104;52000
ZUB47966G BV;Zuber AG BV;SMB;Construction;North America;prospect;Huge;6 Months;ERP;Manager Level;Yes;No;Yes;No;4;46;24;42000
FEU42059G BV;Feuerwehr Tuning AG BV;Enterprise;Finserv;UK;prior customer;Small;6 Months;Analytics;Manager Level;No;Yes;Yes;Yes;21;185;146;45000
WAL94443H BV;Walther Maschinenbau GmbH BV;SMB;Healthcare;Brazil;prospect;Large;6 Months;Web Server;Individual Contributor Level;No;No;Yes;No;8;131;113;39000
SCH36465R BV;Schnelle Feuerwehr BV;Fortune500;High tech;Germany;current customer;Huge;1 Year;Database;C-Level;No;No;Yes;No;45;402;199;153000
EIN16862E BV;Einmalkunde BV;Fortune500;Construction;UK;prior customer;Huge;1 Month;Portal;Manager Level;Yes;No;Yes;Yes;13;123;45;26000
GLO90510C BV;Global Industries PLC BV;SMB;Goods;UK;prior customer;Huge;6 Months;Identity Server;Manager Level;No;No;No;Yes;27;118;96;26000
GLO12744C BV;Global Technologies PLC BV;SMB;High tech;North America;prior customer;Big;1 Year;Portal;Manager Level;Yes;No;No;No;17;103;21;21000
THE42062. BV;The Wine Consignee Inc. BV;Enterprise;Construction;UK;prior customer;Big;6 Months;Application Server;Manager Level;No;Yes;Yes;No;16;90;151;51000
BZ 74629. BV;BZ Wines Inc. BV;Enterprise;High tech;China;prior customer;Big;1 Month;Portal;Manager Level;Yes;No;No;Yes;12;298;122;73000
IDE90002. BV;IDES US Inc. BV;Fortune500;High tech;India;current customer;Large;1 Year;Web Server;C-Level;Yes;Yes;Yes;Yes;21;587;51;138000
WAL71063T BV;Wal-Mart BV;Fortune500;Goods;Germany;current customer;Medium;1 Year;Identity Server;C-Level;Yes;No;Yes;No;38;418;91;135000
IDO92641S BV;IDONWANAPAY  Stores BV;SMB;Retail;Italy;prospect;Small;6 Months;Security;Individual Contributor Level;No;Yes;No;Yes;10;67;50;25000
SUP69214T BV;Super-Mart BV;SMB;Apparel;Italy;prospect;Huge;2 Years;Database;Individual Contributor Level;No;No;Yes;No;21;142;67;40000
KRO17343S BV;Krogertsens BV;SMB;Manufacturing;Russia;prospect;Medium;1 Year;Identity Server;Individual Contributor Level;No;No;Yes;Yes;26;53;88;45000
KRO41396S BV;Krogertsens BV;Fortune500;Apparel;Italy;current customer;Medium;1 Year;Portal;C-Level;No;Yes;No;Yes;24;479;155;169000
SOF53451E BV;Software Warehouse BV;Enterprise;Retail;Russia;current customer;Medium;1 Month;Identity Server;C-Level;Yes;No;Yes;No;22;274;26;36000
BUY21131D BV;Buying Unlimited BV;Enterprise;Manufacturing;North America;prospect;Huge;6 Months;Identity Server;Individual Contributor Level;No;Yes;No;No;14;212;21;70000
GOU10614T BV;Gourmet Market BV;SMB;Apparel;Brazil;current customer;Small;1 Month;Web Server;Individual Contributor Level;No;No;No;No;22;107;8;41000
EIN29901E BV;Einmalkunde BV;Enterprise;Manufacturing;North America;prior customer;Small;6 Months;Web Server;C-Level;No;No;No;Yes;26;143;135;37000
MUS75121E BV;Muster Kunde BV;Fortune500;Healthcare;Japan;current customer;Big;1 Year;Database;C-Level;No;Yes;Yes;Yes;41;535;61;122000
CLI344022 BV;Cliente 2 BV;SMB;Healthcare;Germany;prospect;Large;1 Year;Web Server;Individual Contributor Level;Yes;No;No;Yes;5;129;142;35000
HAV44993. BV;Havers  Inc. BV;Enterprise;Finserv;France;current customer;Medium;1 Year;Web Server;Manager Level;Yes;No;No;No;5;285;37;49000
REM90371E BV;REMA Superstore BV;SMB;Apparel;North America;prior customer;Medium;6 Months;Security;C-Level;Yes;Yes;Yes;No;5;114;48;24000
01M10780E BV;01Megastore BV;Enterprise;Manufacturing;France;current customer;Medium;18 Months;ERP;C-Level;Yes;No;Yes;Yes;29;100;34;59000
06M58036E BV;06MegaStore BV;Enterprise;Apparel;Japan;prospect;Small;6 Months;ERP;Manager Level;Yes;Yes;No;No;27;52;82;45000
HAV53051C BV;Havers Inc BV;SMB;Consumer Product;Italy;prior customer;Large;6 Months;Database;Manager Level;Yes;No;Yes;Yes;7;94;37;41000
CIL20665H BV;Cilox HiTech BV;SMB;Manufacturing;Germany;prior customer;Big;1 Month;Analytics;C-Level;Yes;Yes;No;No;27;257;109;67000
COM14381S BV;Computer Systems BV;SMB;Manufacturing;Italy;prospect;Big;6 Months;Database;C-Level;Yes;Yes;No;No;6;26;90;42000
DYN87708S BV;Dynamic Industries BV;SMB;Goods;Russia;prospect;Small;18 Months;Analytics;Individual Contributor Level;Yes;Yes;No;No;9;90;81;48000
ANT68583S BV;Antipolis BV;Fortune500;Healthcare;France;current customer;Huge;1 Year;Portal;C-Level;Yes;Yes;No;Yes;25;553;126;163000
PRA46155R BV;Praxis Dr. M³ller BV;SMB;Retail;Brazil;current customer;Small;1 Month;CRM;C-Level;Yes;Yes;Yes;No;24;109;84;14000
PRA73818G BV;Praxis Dr. Ernst & Dr. Weissing BV;SMB;Goods;North America;current customer;Huge;1 Year;ERP;C-Level;No;No;No;Yes;49;289;146;108000
PRA95038T BV;Praxis Dr. Rot BV;Fortune500;Construction;Russia;current customer;Huge;1 Year;Identity Server;C-Level;No;Yes;No;No;45;290;159;190000
REM71067G BV;REMA WH Regensburg BV;Fortune500;Finserv;Russia;current customer;Big;1 Year;CRM;C-Level;No;Yes;No;Yes;39;244;109;192000
ERN49966G BV;Ernst Brinkmann KG BV;Fortune500;Goods;Russia;current customer;Small;1 Year;Web Server;C-Level;No;Yes;Yes;No;20;262;110;171000
CLI72464S BV;Clinton Industries BV;SMB;Consumer Product;France;prospect;Huge;2 Years;Identity Server;Individual Contributor Level;Yes;Yes;No;No;26;75;30;21000
THO70627S BV;Thornbury Enterprises BV;Enterprise;Finserv;India;current customer;Medium;1 Year;Database;Individual Contributor Level;Yes;No;Yes;No;25;197;118;38000
AME93793Y BV;American Security Company BV;Fortune500;Manufacturing;North America;prospect;Small;1 Month;CRM;Individual Contributor Level;No;Yes;No;Yes;21;60;138;43000
CEN98297M BV;Century Software.Com BV;SMB;High tech;China;prospect;Huge;1 Month;Analytics;Individual Contributor Level;No;No;Yes;Yes;18;100;71;12000
WEB55679O BV;Web Design Studio BV;Enterprise;Retail;Germany;prior customer;Small;1 Month;ERP;Manager Level;No;Yes;Yes;Yes;24;77;13;43000
TIT10194G BV;Titan Manufacturing BV;Enterprise;Healthcare;UK;prior customer;Large;1 Month;Application Server;C-Level;No;No;Yes;Yes;10;254;18;44000
HOL36531S BV;Holden & Associates BV;SMB;Finserv;Germany;prospect;Medium;1 Year;Application Server;Manager Level;No;No;Yes;No;12;118;67;14000
MIL54879N BV;Milton & Milton BV;Enterprise;Goods;Italy;prior customer;Big;18 Months;Application Server;C-Level;Yes;Yes;Yes;Yes;23;261;79;53000
BRI55233C BV;Brighton Inc BV;Enterprise;Apparel;Russia;prior customer;Huge;1 Month;Application Server;C-Level;No;No;Yes;Yes;26;68;87;73000
SUN87050C BV;Sunburst Inc BV;Enterprise;Retail;France;prior customer;Huge;2 Years;Database;Manager Level;No;Yes;No;No;21;297;124;57000
JMA24606T BV;JMart BV;SMB;Consumer Product;North America;prior customer;Small;18 Months;Database;Manager Level;Yes;No;Yes;Yes;31;81;122;18000
INN12880. BV;Innovative Systems Inc. BV;SMB;Goods;Italy;prospect;Large;18 Months;Portal;C-Level;Yes;No;Yes;No;9;50;126;38000
HAL58035G BV;Hall Manufacturing BV;SMB;Retail;Italy;prospect;Big;18 Months;ERP;Individual Contributor Level;No;Yes;Yes;Yes;28;15;130;46000
HEI59496N BV;Heiner Schmidtmann BV;SMB;Healthcare;India;prospect;Large;1 Month;Application Server;Individual Contributor Level;Yes;Yes;Yes;Yes;13;69;72;20000
REM642810 BV;Rema Store 1010 BV;Fortune500;Goods;Italy;prospect;Small;1 Month;Security;Individual Contributor Level;Yes;No;No;Yes;21;120;98;39000
JIM852046 BV;Jim┤s Mart 1026 BV;Fortune500;Consumer Product;France;current customer;Medium;1 Year;ERP;C-Level;Yes;Yes;No;Yes;47;298;72;166000
FRE86942R BV;Fred Miller BV;Enterprise;Healthcare;Italy;prospect;Small;18 Months;Identity Server;C-Level;No;No;No;Yes;13;155;67;55000
VNE42119T BV;vNet BV;SMB;Manufacturing;France;current customer;Large;1 Month;Web Server;Manager Level;Yes;No;No;Yes;4;96;15;16000
DAT36675. BV;Data Corp. BV;SMB;Healthcare;UK;prospect;Small;6 Months;Portal;C-Level;Yes;No;No;Yes;29;115;13;25000
SEC25688E BV;Second Source BV;Enterprise;Retail;Italy;prior customer;Small;1 Month;Security;C-Level;Yes;Yes;Yes;No;26;103;109;62000
WOR95221. BV;World PC Inc. BV;Fortune500;Retail;China;current customer;Small;1 Year;Application Server;C-Level;Yes;No;Yes;No;26;534;127;133000
TOW84461Y BV;Townsend Company BV;Fortune500;Healthcare;Italy;current customer;Small;1 Year;ERP;C-Level;No;Yes;Yes;Yes;15;557;78;132000
AVN32880S BV;Avnet Electronics BV;Fortune500;Apparel;India;current customer;Small;1 Year;Portal;C-Level;No;No;No;Yes;37;355;126;178000
BRA70786S BV;Brazil Technologies BV;SMB;Retail;North America;prior customer;Big;1 Year;Web Server;Individual Contributor Level;No;Yes;No;No;7;63;150;18000
EC 30502S BV;EC Enterprises BV;SMB;High tech;France;prior customer;Small;6 Months;Web Server;Individual Contributor Level;No;No;No;Yes;29;53;121;17000
